,Date,Open,High,Low,Close,Adj Close,Volume,Hammer,Upinclude,3UP,SharpUP,Meteor,Downinclude,3DOWN,SharpDOWN,1days,5days,10days,1_avgRate,5_avgRate,10avgRate,1_highRate,5_highRate,10_highRate,1_lowRate,5_lowRate,10_lowRate
15,1997-07-22,740.8900150000001,741.150024,723.460022,725.97998,725.97998,683600.0,0,0,0,0,0,0,0,0,0.006336313847111974,0.009228922538607742,0.02049643986050409,0.006336313847111974,0.011008591724526794,0.009582935744316146,0.006611820066994234,0.028774918834538754,0.028774918834538754,-0.0059367986979474985,-0.0059367986979474985,-0.006308653304737066
16,1997-07-23,723.5599980000001,730.780029,721.669983,730.580017,730.580017,695000.0,0,0,0,0,0,0,0,0,0.011579787022836241,-0.005050784190830049,0.020627455787638915,0.011579787022836241,0.0036327024258042684,0.005288925388168586,0.011579787022836241,0.02229732215629432,0.02229732215629432,-0.007747315650983633,-0.007747315650983633,-0.012565349155998051
17,1997-07-24,729.419983,739.039978,724.919983,739.039978,739.039978,651600.0,0,0,0,0,0,0,0,0,-0.007306726511079109,-0.01748211650872289,0.008538101033554568,-0.007306726511079109,-0.011352535789342788,-0.005365038587939708,0.010594849038058296,0.010594849038058296,0.013436340787507328,-0.0073743656124649615,-0.023868741238785907,-0.023868741238785907
18,1997-07-25,739.820007,746.869995,733.590027,733.6400150000001,733.6400150000001,2379200.0,0,0,0,0,0,0,0,0,0.00038161495321364924,-0.0029851193435789236,0.025039521596978087,0.00038161495321364924,-0.004672612357438233,0.004459931891801006,0.006120154173978598,0.006120154173978598,0.025039521596978087,-0.003721228319314096,-0.016683919565101735,-0.016683919565101735
19,1997-07-28,732.5599980000001,738.130005,730.909973,733.919983,733.919983,1284000.0,0,0,0,0,0,0,0,0,-0.0016895438586252975,0.0003679134050775801,0.04244335175705394,-0.0016895438586252975,-0.004978716596683697,0.008321096361263613,0.0009674378902966296,0.0032156720823337537,0.044364505333274185,-0.0034200049843853275,-0.01705902453946395,-0.01705902453946395
20,1997-07-29,733.679993,734.630005,731.409973,732.679993,732.679993,707000.0,0,0,0,0,0,0,0,0,-0.0079024649987951,0.011164481189811948,0.04004480438979319,-0.0079024649987951,-0.0010618431067218382,0.014032062698892567,0.004913517544350432,0.011232707428384892,0.04643230240354068,-0.009035315640180008,-0.015395492039865122,-0.015395492039865122
21,1997-07-30,733.630005,736.280029,726.0599980000001,726.8900150000001,726.8900150000001,345200.0,0,0,0,0,0,0,0,0,-0.0010593349531703433,0.025808593615087583,0.049305898086933864,-0.0010593349531703433,0.012056828982579936,0.02703983504299483,-0.0010593349531703433,0.025808593615087583,0.05476756617711964,-0.0075527120839595785,-0.0075527120839595785,-0.0075527120839595785
22,1997-07-31,724.780029,726.119995,721.400024,726.119995,726.119995,454400.0,0,0,0,0,0,0,0,0,0.007340407972101115,0.026483199928959422,0.04084728998545195,0.007340407972101115,0.018426713066894605,0.03221369699370413,0.01246348821450649,0.03146859493932541,0.055886103232841045,0.00092268909355675,0.00092268909355675,0.00092268909355675
23,1997-08-01,726.840027,735.169983,726.789978,731.450012,731.450012,344600.0,0,0,0,0,0,0,0,0,0.003745970271444854,0.02810854831184284,-1.0,0.003745970271444854,0.016627229749775374,-0.07530796062110116,0.004429543983656359,0.02810854831184284,0.04819194671091198,-0.003021425885218254,-0.003021425885218254,-1.0
24,1997-08-04,729.659973,734.6900019999999,729.23999,734.1900019999999,734.1900019999999,560400.0,0,0,0,0,0,0,0,0,0.009084818618927404,0.04205996392743039,0.017842759999883606,0.009084818618927404,0.021245179527792146,-0.07697462638560956,0.009152904536556372,0.04398041094544891,0.044280104484452076,-0.0007219234783313322,-0.0007219234783313322,-1.0
25,1997-08-05,734.369995,740.909973,733.659973,740.8599849999999,740.8599849999999,419600.0,0,0,0,0,0,0,0,0,0.006465511833521509,0.028561449435010378,0.0005803971178170997,0.006465511833521509,0.01776317072921696,-0.08522660972167344,0.006465511833521509,0.034878421730389464,0.034878421730389464,-0.0015927328022716791,-0.0015927328022716791,-1.0
26,1997-08-06,740.039978,745.650024,739.679993,745.650024,745.650024,434200.0,0,0,0,0,0,0,0,0,-0.0004023978949138085,0.022906129484681514,0.0007777857994140103,-0.0004023978949138085,0.015806308885735375,-0.0910253148466337,0.004452419892901238,0.028230386002106478,0.028230386002106478,-0.003017501411627377,-0.003017501411627377,-1.0
27,1997-08-07,746.380005,748.969971,743.400024,745.349976,745.349976,519800.0,0,0,0,0,0,0,0,0,0.008935445380627405,0.013993497465410787,-0.007888918212026641,0.008935445380627405,0.019013931248855264,-0.09144828992387329,0.008935445380627405,0.02864431030718917,0.02864431030718917,0.0007513208801661619,0.0007513208801661619,-1.0
28,1997-08-08,745.969971,752.01001,745.909973,752.01001,752.01001,454600.0,0,0,0,0,0,0,0,0,0.01736678611498821,-1.0,-0.020465173063321296,0.01736678611498821,-0.19001077233001187,-0.10154122310153806,0.01924172525309875,0.019534317103039767,0.019534317103039767,0.013763081424940093,-1.0,-1.0
29,1997-08-11,762.77002,766.47998,762.3599849999999,765.070007,765.070007,282400.0,0,0,0,0,0,0,0,0,-0.003986546292619186,-0.02323974124893391,-0.03046779613202122,-0.003986546292619186,-0.20848550347105696,-0.1199249899493184,0.0021305305201959612,0.0021305305201959612,0.0021305305201959612,-0.004274143503314787,-1.0,-1.0
30,1997-08-12,766.26001,766.700012,761.799988,762.02002,762.02002,294600.0,0,0,0,0,0,0,0,0,0.0009316815587074867,-0.02720406479609294,-0.03673130661317803,0.0009316815587074867,-0.21075827771559075,-0.12007561822325882,0.005905356659789529,0.005905356659789529,0.005905356659789529,-0.0014173092197762305,-1.0,-1.0
31,1997-08-13,762.98999,766.52002,760.9400019999999,762.72998,762.72998,366200.0,0,0,0,0,0,0,0,0,-0.00911194155499162,-0.02163281952021867,-0.042544480813511365,-0.00911194155499162,-0.2158194791294293,-0.12514911253390099,6.56182414646711e-05,6.56182414646711e-05,6.56182414646711e-05,-0.011891504513825368,-1.0,-1.0
32,1997-08-14,762.780029,762.780029,753.659973,755.780029,755.780029,348200.0,0,0,0,0,0,0,0,0,-1.0,-0.021580429985137983,-0.051496523467941535,-1.0,-0.21292445079942696,-0.12225387011383973,-1.0,-0.008388719940627176,-0.008388719940627176,-1.0,-1.0,-1.0
33,1997-08-15,0.0,0.0,0.0,0.0,0.0,283800.0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
34,1997-08-18,747.840027,749.4400019999999,745.369995,747.289978,747.289978,435000.0,0,0,0,0,0,0,0,0,-0.008029011731239932,-0.007400029657563589,-0.08710135010000097,-0.008029011731239932,-0.0083180443776806,-0.0267486219385642,0.0002141524772327763,0.0027031273795565802,0.0027031273795565802,-0.013047144063264793,-0.02351163205349449,-0.08723521513625876
35,1997-08-19,746.460022,747.450012,737.539978,741.289978,741.289978,346200.0,0,0,0,0,0,0,0,0,0.006664061496322926,-0.009793669434985941,-0.07083590842772736,0.006664061496322926,-0.002250105963256388,-0.025954717547793393,0.010819005029095496,0.010819005029095496,0.010819005029095496,-0.007986055626938438,-0.015607936628545649,-0.09469971682255773
36,1997-08-20,741.159973,749.3099980000001,735.369995,746.22998,746.22998,466800.0,0,0,0,0,0,0,0,0,-0.009058881552842402,-0.02137404208820437,-0.07718796690532315,-0.009058881552842402,-0.013129964572047825,-0.04012164118627339,0.0006164614292232251,0.0010184661838432696,0.0010184661838432696,-0.009125868944584559,-0.02212455870507901,-0.10069275560330615
37,1997-08-21,745.75,746.6900019999999,739.419983,739.469971,739.469971,543600.0,0,0,0,0,0,0,0,0,-0.0038540794241392895,-0.030575935314079206,-0.06961740573505981,-0.0038540794241392895,-0.010223486681651827,-0.03830846648402986,0.003800097516062584,0.010169471776968253,0.010169471776968253,-0.013185119588852157,-0.030927550673994886,-0.09247156298656523
38,1997-08-22,738.919983,742.280029,729.719971,736.619995,736.619995,520600.0,0,0,0,0,0,0,0,0,0.006977838009949666,-0.043916775568928146,-0.04846462523733153,0.006977838009949666,-0.015177405549519563,-0.039434153290938134,0.014077808191997221,0.014077808191997221,0.014077808191997221,0.0045749436926429965,-0.043916775568928146,-0.08896034379300288
39,1997-08-25,744.039978,746.98999,739.98999,741.76001,741.76001,480800.0,0,0,0,0,0,0,0,0,-0.010421134727928938,-0.08029550959480813,-0.05902182567108194,-0.010421134727928938,-0.03806082104641888,-0.051992562661877705,-0.0013346500035772424,-0.0013346500035772424,-0.0013346500035772424,-0.013764589439109853,-0.0804303726214628,-0.0952733795934887
40,1997-08-26,740.77002,740.77002,731.549988,734.030029,734.030029,534800.0,0,0,0,0,0,0,0,0,-0.0051087828179301464,-0.061645979336357626,-0.0613872133560901,-0.0051087828179301464,-0.04025995236224862,-0.0481479329233272,0.0023159147893661025,0.0023159147893661025,0.0023159147893661025,-0.00516332963266275,-0.08574581354082456,-0.08574581354082456
41,1997-08-27,732.549988,735.72998,730.23999,730.280029,730.280029,507000.0,0,0,0,0,0,0,0,0,-0.018376572639370425,-0.0570329494797126,-0.052938643348824255,-0.018376572639370425,-0.046738261275935854,-0.04855402118630305,0.001478824501717213,0.001478824501717213,0.001478824501717213,-0.018732612774215784,-0.08105110320632913,-0.08105110320632913
42,1997-08-28,729.8599849999999,731.3599849999999,716.599976,716.8599849999999,716.8599849999999,677400.0,0,0,0,0,0,0,0,0,-0.017562655558183926,-0.04027285049255458,-0.029977946111749976,-0.017562655558183926,-0.0369472063641549,-0.033740182889410164,0.0024412019594035606,0.0024412019594035606,0.0024412019594035606,-0.017562655558183926,-0.06384783494366753,-0.06384783494366753
43,1997-08-29,714.969971,718.6099849999999,704.27002,704.27002,704.27002,344600.0,0,0,0,0,0,0,0,0,-0.031337423677356036,-0.004756750826905964,-0.007014359350409394,-0.031337423677356036,-0.020682431150484248,-0.017168162716907888,-0.009783200767228495,-0.004131987614636956,-0.0008803384815386783,-0.03147946578785232,-0.04711260178304921,-0.04711260178304921
44,1997-09-01,691.799988,697.380005,682.099976,682.200012,682.200012,532400.0,0,0,0,0,0,0,1,0,0.009645290067805012,0.023130999299953103,-1.0,0.009645290067805012,0.015625894477410186,-0.08537234605032502,0.009645290067805012,0.03144240929740705,0.03144240929740705,-0.01628552448632914,-0.01628552448632914,-1.0
45,1997-09-02,679.090027,688.780029,671.090027,688.780029,688.780029,503400.0,0,0,0,0,0,0,0,0,-0.00021781119324526532,0.00027576583524902,-1.0,-0.00021781119324526532,0.0059786239824326515,-0.19410991865445038,0.012572915350889113,0.021588888141238494,0.021588888141238494,-0.002105188796059032,-0.009524169871075072,-1.0
46,1997-09-03,690.72998,697.4400019999999,687.330017,688.630005,688.630005,532200.0,0,0,0,0,0,0,0,0,-0.0009294033012691161,0.004341939761977276,-1.0,-0.0009294033012691161,0.0070661730750464,-0.29393434853307027,0.0022653630958180404,0.02181145011245933,0.02181145011245933,-0.009308386148524028,-0.009308386148524028,-1.0
47,1997-09-04,687.369995,690.1900019999999,682.219971,687.98999,687.98999,555800.0,0,0,0,0,0,0,0,0,0.018793867916595763,0.010726907523756157,0.0194770639032118,0.018793867916595763,0.010148395909074282,-0.29132981193519986,0.019433415012331645,0.02276200849957144,0.02501493081316486,-0.0014535095198114911,-0.003401162857035178,-1.0
48,1997-09-05,688.039978,701.3599849999999,686.98999,700.919983,700.919983,277200.0,0,0,0,0,0,0,0,0,-0.004194491627156349,-0.0022683987310432308,-0.01677796365523221,-0.004194491627156349,-0.008939667225894964,-0.3060805706833444,0.00389493960254228,0.00389493960254228,0.0061063018658436,-0.00694800422033337,-0.02178559517541956,-1.0
49,1997-09-08,703.460022,703.650024,696.049988,697.97998,697.97998,194800.0,0,0,0,0,0,0,0,0,-0.01290869259602545,-1.0,-0.042307757881536845,-0.01290869259602545,-0.20476516303519182,-0.30738844715861324,-0.004512970414996653,0.002535918007275928,0.010344182078116493,-0.014656552183631377,-1.0,-1.0
50,1997-09-09,694.830017,694.830017,687.75,688.969971,688.969971,210800.0,0,0,0,0,0,0,0,0,0.0038463563167399073,-1.0,-0.050219860743393685,0.0038463563167399073,-0.39436547460208526,-0.3033528014242002,0.0038463563167399073,0.015646587592712313,0.0235569642845872,-0.004818710741748666,-1.0,-1.0
51,1997-09-10,687.52002,691.619995,685.650024,691.619995,691.619995,215400.0,0,0,0,0,0,0,0,0,0.005422052611419925,-1.0,-0.05186373334969885,0.005422052611419925,-0.5966860350820251,-0.3112084610856284,0.005422052611419925,0.011755017290961955,0.019635084436793848,-0.005682301015603297,-1.0,-1.0
52,1997-09-11,690.5,695.369995,687.6900019999999,695.369995,695.369995,260000.0,0,0,0,0,0,0,0,0,0.005694841636070258,0.008657290425653219,-0.069560083621382,0.005694841636070258,-0.5971295735876553,-0.32187899306756823,0.006298812188466618,0.014136383609707037,0.014136383609707037,-0.002531041046716531,-1.0,-1.0
53,1997-09-12,694.469971,699.75,693.6099849999999,699.330017,699.330017,219200.0,0,0,0,0,0,0,0,0,-1.0,-0.014542553233489963,-0.08732644890888475,-1.0,-0.602319375917765,-0.334451561944037,-1.0,0.008393740948202444,0.008393740948202444,-1.0,-1.0,-1.0
54,1997-09-15,0.0,0.0,0.0,0.0,0.0,285800.0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,,inf,inf,,inf,inf
55,1997-09-16,0.0,0.0,0.0,0.0,0.0,280800.0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,,inf,inf,,inf,inf
56,1997-09-17,0.0,0.0,0.0,0.0,0.0,373600.0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
57,1997-09-18,700.8099980000001,705.200012,700.8099980000001,701.3900150000001,701.3900150000001,512800.0,0,0,0,0,0,0,0,0,-0.017436863568695116,-0.07754603549638506,-0.09230241323010568,-0.017436863568695116,-0.05481118661205926,-0.0723078672569926,-0.0011691184397599752,-0.0011691184397599752,-0.0011691184397599752,-0.017436863568695116,-0.08280702000013496,-0.11314672907055856
58,1997-09-19,700.570007,700.570007,689.159973,689.159973,689.159973,302400.0,0,0,0,0,0,0,0,0,-0.030051021259762,-0.0738579792706563,-1.0,-0.030051021259762,-0.05280917497511126,-0.15584476116984244,-0.010055710243636051,-0.010055710243636051,-0.010055710243636051,-0.03222758411710602,-0.07526553635174638,-1.0
59,1997-09-22,678.77002,682.22998,666.950012,668.450012,668.450012,277200.0,0,0,0,0,0,0,0,0,-0.02106367977744905,-0.06489640843928957,-0.03626298087342994,-0.02106367977744905,-0.03644252997634769,-0.133317387688221,-0.002827457500292452,-0.002827457500292452,-0.002827457500292452,-0.02106367977744905,-0.0694442099882856,-1.0
60,1997-09-23,666.5599980000001,666.5599980000001,654.369995,654.369995,654.369995,287400.0,0,0,0,0,0,0,1,0,0.0021089062923798085,-0.01109465601337678,-0.03719603005330341,0.0021089062923798085,-0.017928686659907277,-0.11838866328215421,0.0064337026944518705,0.006739358518417449,0.006739358518417449,-0.013600904790874502,-0.049421529481956106,-1.0
61,1997-09-24,653.299988,658.580017,645.469971,655.75,655.75,279600.0,0,0,0,0,0,0,0,0,-0.013343499809378545,-0.01651546626000766,-0.06909645139153653,-0.013343499809378545,-0.0232985177277925,-0.1271536314144111,0.004620707586732831,0.004620707586732831,0.004620707586732831,-0.018970647350362135,-0.05142199161265726,-1.0
62,1997-09-25,655.219971,658.780029,643.3099980000001,647.0,647.0,367000.0,0,0,0,0,0,0,0,0,-0.013508485316847008,-0.015996871715610483,-0.05817622102009279,-0.013508485316847008,-0.013289023493044994,-0.12116691700154547,-0.0016073848531684698,0.010896426584234842,0.01242655023183925,-0.015007761978361622,-0.03859346367851624,-1.0
63,1997-09-26,644.380005,645.960022,637.289978,638.26001,638.26001,470400.0,0,0,0,0,0,0,0,0,-0.02066556386636209,-1.0,-0.04452728128776229,-0.02066556386636209,-0.1997775329837758,-0.11358537659284025,-0.008209804653122377,0.024739099665667563,0.026290176005230315,-0.025428478591350223,-1.0,-1.0
64,1997-09-29,625.4400019999999,633.02002,622.030029,625.070007,625.070007,602000.0,0,0,0,0,0,0,0,0,0.03526001528337597,0.030620594150504443,-0.019309848280722353,0.03526001528337597,-0.17676740679064445,-0.09681155810120323,0.03526001528337597,0.0479465830456971,0.0479465830456971,-0.002815699010174977,-1.0,-1.0
65,1997-09-30,623.929993,647.1099849999999,623.3099980000001,647.1099849999999,647.1099849999999,574800.0,0,1,0,1,0,0,0,0,-0.003384280958050656,-0.026394208706267963,-0.04084312189990391,-0.003384280958050656,-0.21008480250849465,-0.13165764781082778,0.010724611211183843,0.01225447479380204,0.01225447479380204,-0.003384280958050656,-1.0,-1.0
66,1997-10-01,646.8599849999999,654.049988,644.919983,644.919983,644.919983,494400.0,0,0,0,0,0,0,0,0,-0.012823232676913321,-0.05346396748261417,-0.06230229184881675,-0.012823232676913321,-0.2180952231402637,-0.13493918330020183,0.004310657249397165,0.01569186141965151,0.01569186141965151,-0.017397462159270627,-1.0,-1.0
67,1997-10-02,644.4400019999999,647.700012,633.700012,636.650024,636.650024,400400.0,0,0,0,0,0,0,0,0,-1.0,-0.04286505610812652,-0.09015946255583585,-1.0,-0.21651144459864186,-0.13271815913730337,-1.0,0.02888549957865072,0.02888549957865072,-1.0,-1.0,-1.0
68,1997-10-03,0.0,0.0,0.0,0.0,0.0,503600.0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
69,1997-10-06,644.679993,655.039978,644.130005,644.210022,644.210022,397400.0,0,0,0,0,0,0,0,0,-0.02201144427399171,-0.04844696750153943,-0.12196334163829559,-0.02201144427399171,-0.046065743137414294,-0.06420735084434917,-0.003042520192273579,-0.003042520192273579,-0.003042520192273579,-0.02289625975424514,-0.0668726277592745,-0.12916598494023424
70,1997-10-07,642.25,642.25,629.460022,630.030029,630.030029,313400.0,0,0,0,0,0,0,0,0,-0.03109379886399044,-0.014840619604815752,-0.10028101850999238,-0.03109379886399044,-0.027563809343443248,-0.053173705471108515,-0.0035395789047382165,-0.0035395789047382165,-0.0035395789047382165,-0.03149060534700332,-0.0458708675297127,-0.11975621562000183
71,1997-10-08,627.679993,627.799988,610.1900019999999,610.4400019999999,610.4400019999999,353400.0,0,0,0,0,0,0,0,0,-0.0017692434906977361,-0.009337546657042117,-0.014940035007731889,-0.0017692434906977361,0.001775763377970918,-0.02428249074673161,0.009992752735755506,0.027668591417113753,0.027668591417113753,-0.01525128918402685,-0.01525128918402685,-0.09150774001864959
72,1997-10-09,607.48999,616.539978,601.130005,609.3599849999999,609.3599849999999,326000.0,0,0,0,0,0,0,0,0,0.000787780641684277,-0.04941247495928036,-0.008697628873677754,0.000787780641684277,-0.006331205026532771,-0.023422912155940168,0.012504915300600272,0.029490009915895676,0.029490009915895676,-0.003232850939498211,-0.05896349101426468,-0.08989754717812648
73,1997-10-10,612.820007,616.97998,607.3900150000001,609.840027,609.840027,275000.0,0,0,0,0,0,0,0,0,0.005181642496549399,-0.039928564741454564,-0.06383650183066769,0.005181642496549399,-0.015099094831963278,-0.030575285278871968,0.015577855797254792,0.0286796360121504,0.0286796360121504,0.00326313444820836,-0.07439665156646069,-0.09061394390893263
74,1997-10-13,618.219971,619.340027,611.830017,613.0,613.0,334000.0,0,0,0,0,0,0,0,0,0.012528536704730753,-0.07725935562805863,-0.134633,0.012528536704730753,-0.035628062642740765,-0.049035903262642754,0.023376862969004986,0.023376862969004986,0.023376862969004986,0.006900456769983521,-0.08482871125611746,-0.13683524469820552
75,1997-10-14,619.669983,627.330017,617.22998,620.679993,620.679993,408200.0,0,0,0,0,0,0,0,0,-0.025681515724319315,-0.08672748857236001,-0.2020364687347026,-0.025681515724319315,-0.06490623067336401,-0.0810063183396343,0.0013372704281768844,0.0013372704281768844,0.0013372704281768844,-0.028774869822491556,-0.10649606358425023,-0.20683767230757188
76,1997-10-15,621.5,621.51001,602.820007,604.73999,604.73999,388600.0,0,0,0,0,0,1,0,1,-0.04215032976403632,-0.005655294930966948,-0.16221843539733494,-0.04215032976403632,-0.041389676247472806,-0.07300492166889772,-0.010930292537789765,-0.004646620111893207,0.01633760816776797,-0.051774312130408395,-0.08294469330529974,-0.19529049997173165
77,1997-10-16,598.130005,598.130005,573.429993,579.25,579.25,374000.0,0,0,0,0,0,0,0,1,0.01077253344842477,0.04283124384980597,-0.16257231419939577,0.01077253344842477,0.00936037496763049,-0.04846958463530413,0.023461419076391765,0.06106170910660347,0.06106170910660347,-0.025515803193785103,-0.04258952611135092,-0.1704099974104445
78,1997-10-17,577.869995,592.840027,564.469971,585.48999,585.48999,349000.0,0,0,0,0,0,0,0,0,-0.03390318423718908,-0.02490224811529229,-0.19590425619402996,-0.03390318423718908,-0.006377557710252191,-0.07820115763208886,-0.00015365933070865534,0.049753207565512714,0.049753207565512714,-0.041828195901351006,-0.052793341522371806,-0.20949974396658777
79,1997-10-20,584.590027,585.400024,561.0,565.6400150000001,565.6400150000001,506800.0,0,0,0,0,0,0,0,1,0.002139100784798398,-0.06217743276171872,-0.09543174027389145,0.002139100784798398,0.01605609532416121,-0.055395693849559,0.030425642711999323,0.08659214111646607,0.08659214111646607,-0.019553068571359966,-0.06456406730701336,-0.18175876047241823
80,1997-10-21,559.77002,582.849976,554.580017,566.849976,566.849976,320600.0,0,0,0,1,0,0,0,0,0.060809795288762736,-0.12625911622160846,-0.04360937116807784,0.060809795288762736,-0.011364535014110722,-0.06177292172982281,0.061885893067410214,0.08427277237813624,0.08427277237813624,0.004622025422825526,-0.13151625854527682,-0.1835053248727666
81,1997-10-22,569.469971,601.929993,569.469971,601.320007,601.320007,412600.0,0,0,0,1,0,0,0,0,0.0045566270340311466,-0.15745358693844347,-0.07579993426029474,0.0045566270340311466,-0.09952773083101488,-0.12313578633348232,0.022117986837580705,0.022117986837580705,0.022117986837580705,-0.01223971415273406,-0.19071374753043924,-0.23031001527943507
82,1997-10-23,602.98999,614.619995,593.960022,604.0599980000001,604.0599980000001,553400.0,0,0,0,0,0,0,0,0,-0.054878696006617544,-0.19696720755212138,-0.08308777797929945,-0.054878696006617544,-0.1430056770619002,-0.13542198369506994,-0.012796710634032205,-0.012796710634032205,-0.012796710634032205,-0.056716236985452695,-0.20448298084456185,-0.23380129700295105
83,1997-10-24,596.330017,596.330017,569.799988,570.909973,570.909973,291200.0,0,0,0,0,0,0,0,1,-0.07083428896415522,-0.17536909273784929,-0.09682781982160271,-0.07083428896415522,-0.12831791396994915,-0.09490283505697335,-0.02336614638189194,-0.02336614638189194,-0.010071640489629385,-0.0731988929540035,-0.1893117848897693,-0.1893117848897693
